2025-01-01,sup2,cat4,Яйцо куриное С1 (10шт.),3.81
2025-01-01,sup6,cat10,Батон нарезной (240г.),2.44
2025-01-01,sup5,cat8,Сахар (1кг.),1.46
2025-01-01,sup5,cat9,Зефир (230г.),17.58
2025-01-01,sup1,cat6,Фарш,29.47
2025-01-01,sup5,cat9,Конфеты шоколадные,30.67
2025-01-01,sup5,cat8,Крупа гречневая (700г.),2.07
2025-01-01,sup5,cat12,Вода мин. газ. (1л.),1.59
2025-01-01,sup8,cat2,Капуста,3.85
2025-01-01,sup5,cat8,Масло подсолнечное (0.8л.),2.02
2025-01-02,sup7,cat10,Батон нарезной (240г.),1.22
2025-01-02,sup3,cat3,Сметана (180г.),1.94
2025-01-02,sup2,cat4,Яйцо куриное С1 (10шт.),3.81
2025-01-02,sup5,cat8,Мука (1кг.),1.64
2025-01-02,sup2,cat5,Филе куриное,19.60
2025-01-02,sup5,cat12,Сок яблочный (1л.),5.17
2025-01-02,sup3,cat3,Молоко (1л.),2.60
2025-01-02,sup1,cat5,Говядина,14.09
2025-01-02,sup1,cat6,Фарш,46.35
2025-01-02,sup10,cat2,Лук репчатый,1.93
2025-01-02,sup5,cat9,Конфеты шоколадные,24.21
2025-01-02,sup9,cat1,Яблоко,3.43
2025-01-02,sup4,cat7,Скумбрия,6.47
2025-01-02,sup7,cat10,Батон нарезной (240г.),1.22
2025-01-02,sup10,cat2,Морковь,0.79
2025-01-02,sup6,cat10,Хлеб светлый (400г.),1.20
2025-01-02,sup9,cat1,Груша,3.18
2025-01-02,sup1,cat11,Колбаса вареная (400г.),4.98
2025-01-02,sup10,cat2,Лук репчатый,0.17
2025-01-02,sup5,cat8,Кофе мол. (250г.),19.99
2025-01-02,sup6,cat10,Булочка с маком (1шт.),2.98
2025-01-02,sup5,cat12,Квас светлый (1л.),2.65
2025-01-02,sup1,cat5,Говядина,16.64
2025-01-02,sup9,cat1,Груша,11.43
2025-01-02,sup6,cat10,Булочка с маком (1шт.),2.98
2025-01-02,sup3,cat3,Молоко (1л.),2.60
2025-01-02,sup5,cat8,Спагетти (400г.),3.52
2025-01-02,sup1,cat6,Фарш,17.16
2025-01-02,sup5,cat12,Сок апельсиновый (1л.),7.20
2025-01-02,sup5,cat8,Сахар (1кг.),0.73
2025-01-02,sup5,cat12,Сок апельсиновый (1л.),14.40
2025-01-02,sup7,cat10,Хлеб ржаной (450г.),1.50
2025-01-02,sup1,cat5,Свинина,31.32
2025-01-02,sup8,cat2,Капуста,4.13
2025-01-02,sup5,cat12,Сок яблочный (1л.),5.17
2025-01-02,sup1,cat6,Колбаски,36.43
2025-01-02,sup5,cat8,Макароны (900г.),1.49
2025-01-02,sup5,cat9,Печенье овсяное (400г.),8.66
2025-01-02,sup6,cat10,Хлеб светлый (400г.),1.20
2025-01-02,sup4,cat7,Сельдь (250г.),5.99
2025-01-02,sup4,cat7,Паста рыбная (150г.),2.95
2025-01-02,sup5,cat12,Вода негаз. (0.5л.),0.99
2025-01-02,sup8,cat2,Огурец,5.93
2025-01-02,sup6,cat10,Лаваш (300г.),2.89
2025-01-02,sup1,cat11,Сосиски молочные,9.48
2025-01-02,sup5,cat9,Карамель,4.91
2025-01-02,sup2,cat4,Яйцо куриное С1 (10шт.),7.62
2025-01-02,sup5,cat8,Крупа гречневая (700г.),2.07
2025-01-02,sup2,cat4,Яйцо куриное С1 (15шт.),6.44
2025-01-02,sup2,cat4,Яйцо куриное Д1 (10шт.),4.98
2025-01-02,sup1,cat5,Говядина,36.09
2025-01-02,sup4,cat7,Минтай,0.88
2025-01-02,sup10,cat2,Картофель,0.29
2025-01-03,sup3,cat3,Сыр сливочный (200г.),5.41
2025-01-03,sup2,cat4,Яйцо куриное Д1 (10шт.),4.98
2025-01-03,sup5,cat8,Кофе раств. (95г.),14.99
2025-01-03,sup5,cat9,Шоколад молочный (90г.),17.97
2025-01-03,sup9,cat1,Банан,1.59
2025-01-03,sup5,cat9,Зефир (230г.),17.58
2025-01-03,sup5,cat8,Пшено (900г.),2.35
2025-01-03,sup9,cat1,Мандарин,28.43
2025-01-03,sup3,cat3,Масло сливочное (180г.),4.59
2025-01-03,sup6,cat10,Булочка с маком (1шт.),2.98
2025-01-03,sup1,cat11,Ветчина,5.44
2025-01-03,sup1,cat5,Говядина,19.68
2025-01-03,sup5,cat9,Печенье овсяное (400г.),4.33
2025-01-03,sup4,cat7,Форель (200г.),18.25
2025-01-03,sup7,cat10,Батон нарезной (240г.),1.22
2025-01-03,sup1,cat11,Колбаса вареная (400г.),4.98
2025-01-03,sup5,cat9,Мармелад,5.22
2025-01-03,sup4,cat7,Паста рыбная (150г.),2.95
2025-01-03,sup3,cat3,Кефир (1л.),2.27
2025-01-03,sup1,cat5,Говядина,28.71
2025-01-03,sup4,cat7,Паста рыбная (150г.),2.95
2025-01-03,sup8,cat2,Томат,2.73
2025-01-03,sup6,cat10,Лаваш (300г.),2.89
2025-01-03,sup5,cat8,Кофе мол. (250г.),19.99
2025-01-03,sup3,cat3,Кефир (1л.),4.54
2025-01-03,sup1,cat6,Фарш,20.91
2025-01-03,sup6,cat10,Плетенка (450г.),4.04
2025-01-03,sup5,cat12,Лимонад (2л.),5.35
2025-01-03,sup3,cat3,Творог (200г.),7.32
2025-01-03,sup5,cat8,Кофе мол. (250г.),39.98
2025-01-03,sup6,cat10,Плетенка (450г.),4.04
2025-01-03,sup1,cat6,Фарш,22.11
2025-01-03,sup2,cat4,Яйцо куриное С1 (15шт.),6.44
2025-01-03,sup3,cat3,Сыр голландский (200г.),5.02
2025-01-03,sup3,cat3,Творог (200г.),4.88
2025-01-03,sup5,cat12,Сок апельсиновый (1л.),7.20
2025-01-03,sup3,cat3,Сыр сливочный (200г.),5.41
2025-01-03,sup8,cat2,Картофель,5.82
2025-01-03,sup2,cat5,Окорочка куриные,11.82
2025-01-03,sup6,cat10,Лаваш (300г.),2.89
2025-01-03,sup6,cat10,Хлеб ржаной (450г.),1.50
2025-01-03,sup5,cat12,Сок апельсиновый (1л.),7.20
2025-01-03,sup6,cat10,Батон нарезной (240г.),1.22
2025-01-03,sup3,cat3,Творог (200г.),4.88
2025-01-03,sup1,cat11,Сервелат (400г.),8.51
2025-01-03,sup3,cat3,Масло сливочное (180г.),4.59
2025-01-03,sup5,cat12,Лимонад (2л.),10.70
2025-01-03,sup5,cat12,Квас светлый (1л.),2.65
2025-01-03,sup7,cat10,Хлеб светлый (400г.),1.20
2025-01-03,sup1,cat11,Салями,22.01
2025-01-03,sup8,cat2,Картофель,5.25
2025-01-03,sup8,cat2,Огурец,2.35
2025-01-03,sup4,cat7,Кальмар,28.97
2025-01-03,sup1,cat11,Колбаски охотничьи (500г.),9.20
2025-01-03,sup4,cat7,Форель (200г.),18.25
2025-01-03,sup10,cat2,Картофель,3.83
2025-01-03,sup2,cat5,Филе куриное,5.81
2025-01-03,sup4,cat7,Паста рыбная (150г.),2.95
2025-01-03,sup2,cat4,Яйцо перепелиное (10шт.),2.95
2025-01-03,sup5,cat12,Сок апельсиновый (1л.),7.20
2025-01-03,sup2,cat5,Окорочка куриные,4.17
2025-01-03,sup2,cat4,Яйцо перепелиное (10шт.),2.95
2025-01-03,sup6,cat10,Булочка с маком (1шт.),1.49
2025-01-03,sup5,cat8,Рис (900г.),3.49
2025-01-03,sup2,cat4,Яйцо куриное С1 (10шт.),7.62
2025-01-03,sup1,cat11,Колбаса вареная (400г.),4.98
2025-01-03,sup5,cat12,Лимонад (2л.),5.35
2025-01-03,sup1,cat11,Сосиски молочные,6.00
2025-01-03,sup3,cat3,Молоко (1л.),2.60
2025-01-04,sup5,cat8,Рис (900г.),3.49
2025-01-04,sup3,cat3,Кефир (1л.),4.54
2025-01-04,sup6,cat10,Хлеб ржаной (450г.),1.50
2025-01-04,sup11,cat2,Огурец,6.22
2025-01-04,sup5,cat8,Крупа манная (1кг.),2.02
2025-01-04,sup5,cat12,Сок апельсиновый (1л.),7.20
2025-01-04,sup1,cat11,Сервелат (400г.),8.51
2025-01-04,sup3,cat3,Творог (200г.),2.44
2025-01-04,sup5,cat8,Кофе раств. (95г.),44.97
2025-01-04,sup5,cat8,Кофе мол. (250г.),19.99
2025-01-04,sup9,cat1,Банан,10.25
2025-01-04,sup9,cat1,Груша,4.95
2025-01-04,sup3,cat3,Молоко (1л.),2.60
2025-01-04,sup10,cat2,Свекла,1.18
2025-01-04,sup3,cat3,Молоко (1л.),2.60
2025-01-04,sup4,cat7,Кальмар,38.41
2025-01-04,sup3,cat3,Творог (200г.),2.44
2025-01-04,sup1,cat11,Колбаски охотничьи (500г.),9.20
2025-01-04,sup6,cat10,Батон нарезной (240г.),2.44
2025-01-04,sup9,cat1,Банан,2.46
2025-01-04,sup5,cat8,Сахар (1кг.),0.73
2025-01-04,sup8,cat2,Капуста,4.19
2025-01-04,sup5,cat9,Шоколад молочный (90г.),5.99
2025-01-04,sup1,cat6,Фарш,11.77
2025-01-04,sup5,cat12,Лимонад (2л.),5.35
2025-01-04,sup4,cat7,Кальмар,23.68
2025-01-04,sup2,cat4,Яйцо куриное С1 (10шт.),7.62
2025-01-04,sup3,cat3,Сметана (180г.),1.94
2025-01-04,sup6,cat10,Булочка с маком (1шт.),1.49
2025-01-04,sup6,cat10,Багет (200г.),2.49
2025-01-04,sup6,cat10,Багет (200г.),2.49
2025-01-04,sup3,cat3,Кефир (1л.),2.27
2025-01-04,sup2,cat4,Яйцо куриное С1 (15шт.),6.44
2025-01-04,sup3,cat3,Сметана (380г.),3.71
2025-01-04,sup1,cat11,Колбаски охотничьи (500г.),9.20
2025-01-04,sup12,cat12,Вода негаз. (0.5л.),0.99
2025-01-04,sup3,cat3,Сметана (380г.),7.42
2025-01-04,sup5,cat12,Вода негаз. (0.5л.),1.98
2025-01-04,sup7,cat10,Батон нарезной (240г.),2.44
2025-01-04,sup8,cat2,Картофель,2.67
2025-01-04,sup2,cat4,Яйцо куриное С1 (10шт.),7.62
2025-01-04,sup3,cat3,Кефир (1л.),2.27
2025-01-04,sup1,cat6,Фарш,46.13
2025-01-04,sup6,cat10,Хлеб ржаной (450г.),1.50
2025-01-04,sup5,cat8,Рис (900г.),3.49
2025-01-04,sup7,cat10,Батон нарезной (240г.),1.22
2025-01-04,sup5,cat12,Сок апельсиновый (1л.),14.40
2025-01-04,sup8,cat2,Томат,18.05
2025-01-04,sup3,cat3,Молоко (1л.),2.60
2025-01-04,sup3,cat3,Молоко (1л.),5.20
2025-01-04,sup4,cat7,Паста рыбная (150г.),2.95
2025-01-04,sup5,cat8,Кофе мол. (250г.),19.99
2025-01-04,sup6,cat10,Батон нарезной (240г.),1.22
2025-01-04,sup6,cat10,Батон нарезной (240г.),2.44
2025-01-04,sup7,cat10,Хлеб светлый (400г.),1.20
2025-01-04,sup3,cat3,Сметана (180г.),1.94
2025-01-04,sup4,cat7,Паста рыбная (150г.),2.95
2025-01-04,sup5,cat12,Квас светлый (1л.),2.65
2025-01-04,sup5,cat8,Макароны (900г.),2.98
2025-01-04,sup2,cat4,Яйцо куриное С1 (10шт.),3.81
2025-01-04,sup3,cat3,Сыр российский,18.49
2025-01-04,sup3,cat3,Масло сливочное (180г.),4.59
2025-01-04,sup4,cat7,Скумбрия,4.97
2025-01-04,sup1,cat6,Колбаски,31.79
2025-01-05,sup2,cat4,Яйцо куриное С1 (10шт.),3.81
2025-01-05,sup2,cat4,Яйцо куриное С1 (10шт.),7.62
2025-01-05,sup10,cat2,Лук репчатый,0.71
2025-01-05,sup9,cat1,Яблоко,5.46
2025-01-05,sup1,cat5,Свинина,37.68
2025-01-05,sup3,cat3,Сыр сливочный (200г.),5.41
2025-01-05,sup3,cat3,Сметана (180г.),1.94
2025-01-05,sup10,cat12,Сок яблочный (1л.),5.17
2025-01-05,sup7,cat10,Хлеб светлый (400г.),1.20
2025-01-05,sup5,cat8,Чай пак. (25шт.),3.80
2025-01-05,sup1,cat11,Колбаса вареная (400г.),4.98
2025-01-05,sup1,cat6,Котлеты,9.71
2025-01-05,sup10,cat2,Морковь,0.86
2025-01-05,sup9,cat1,Мандарин,2.36
2025-01-05,sup5,cat12,Вода негаз. (0.5л.),0.99
2025-01-05,sup12,cat12,Coca-Cola (1л.),3.07
2025-01-05,sup8,cat2,Картофель,3.18
2025-01-05,sup3,cat3,Сметана (180г.),1.94
2025-01-05,sup9,cat1,Груша,19.14
2025-01-05,sup5,cat9,Конфеты шоколадные,8.21
2025-01-05,sup5,cat8,Масло распсовое (0.8л.),4.99
2025-01-05,sup1,cat6,Фарш,23.27
2025-01-05,sup5,cat9,Шоколад молочный (90г.),11.98
2025-01-05,sup8,cat2,Томат,5.64
2025-01-05,sup3,cat3,Кефир (1л.),4.54
2025-01-05,sup5,cat8,Крупа перловая (1кг.),1.44
2025-01-05,sup3,cat3,Масло сливочное (360г.),9.49
2025-01-05,sup6,cat10,Хлеб светлый (400г.),1.20
2025-01-05,sup3,cat3,Кефир (1л.),2.27
2025-01-05,sup8,cat2,Морковь,1.45
2025-01-05,sup4,cat7,Сельдь (250г.),5.99
2025-01-05,sup2,cat5,Окорочка куриные,7.98
2025-01-05,sup3,cat3,Сметана (380г.),3.71
2025-01-05,sup9,cat1,Груша,9.33
2025-01-05,sup2,cat5,Окорочка куриные,5.63
2025-01-05,sup4,cat7,Минтай,1.34
2025-01-05,sup4,cat7,Хек,7.91
2025-01-05,sup5,cat8,Спагетти (400г.),1.76
2025-01-05,sup5,cat8,Спагетти (400г.),1.76
2025-01-05,sup5,cat8,Мука (1кг.),1.64
2025-01-05,sup9,cat1,Банан,6.29
2025-01-05,sup3,cat3,Масло сливочное (180г.),4.59
2025-01-05,sup5,cat9,Шоколад молочный (90г.),5.99
2025-01-05,sup5,cat8,Рис (900г.),3.49
2025-01-05,sup3,cat3,Молоко (1л.),5.20
2025-01-05,sup5,cat8,Чай пак. (25шт.),3.80
2025-01-05,sup6,cat10,Батон нарезной (240г.),2.44
2025-01-05,sup6,cat10,Хлеб светлый (400г.),1.20
2025-01-05,sup1,cat11,Сервелат (400г.),17.02
2025-01-05,sup6,cat10,Хлеб светлый (400г.),1.20
2025-01-05,sup6,cat10,Батон нарезной (240г.),2.44
2025-01-05,sup5,cat8,Мука (2кг.),2.60
2025-01-05,sup8,cat2,Капуста,3.33
2025-01-05,sup11,cat2,Огурец,5.68
2025-01-06,sup11,cat2,Томат,19.45
2025-01-06,sup3,cat3,Молоко (1.5л.),3.86
2025-01-06,sup5,cat9,Вафли (143г.),5.52
2025-01-06,sup5,cat8,Чай пак. (25шт.),3.80
2025-01-06,sup2,cat4,Яйцо куриное Д1 (10шт.),4.98
2025-01-06,sup5,cat9,Мармелад,3.16
2025-01-06,sup3,cat3,Творог (200г.),2.44
2025-01-06,sup8,cat2,Огурец,3.24
2025-01-06,sup5,cat8,Крупа перловая (1кг.),1.44
2025-01-06,sup3,cat3,Кефир (1л.),2.27
2025-01-06,sup7,cat10,Хлеб светлый (400г.),1.20
2025-01-06,sup5,cat9,Зефир (230г.),8.79
2025-01-06,sup5,cat8,Масло подсолнечное (0.8л.),10.10
2025-01-06,sup6,cat10,Лаваш (300г.),2.89
2025-01-06,sup3,cat3,Кефир (1л.),2.27
2025-01-06,sup6,cat10,Батон нарезной (240г.),1.22
2025-01-06,sup5,cat8,Мука (1кг.),1.64
2025-01-06,sup6,cat10,Хлеб ржаной (450г.),1.50
2025-01-06,sup1,cat11,Колбаса вареная (400г.),4.98
2025-01-06,sup5,cat8,Крупа гречневая (700г.),2.07
2025-01-06,sup3,cat3,Сметана (180г.),3.88
2025-01-06,sup5,cat8,Крупа гречневая (700г.),2.07
2025-01-06,sup1,cat6,Голубцы,33.62
2025-01-06,sup11,cat2,Огурец,1.19
2025-01-06,sup2,cat4,Яйцо куриное С1 (15шт.),6.44
2025-01-06,sup12,cat12,Вода негаз. (0.5л.),0.99
2025-01-06,sup8,cat2,Картофель,2.18
2025-01-06,sup3,cat3,Творог (200г.),2.44
2025-01-06,sup1,cat6,Котлеты,13.84
2025-01-06,sup5,cat8,Крупа манная (1кг.),2.02
2025-01-06,sup3,cat3,Молоко (1л.),2.60
2025-01-06,sup2,cat5,Окорочка куриные,8.39
2025-01-06,sup2,cat4,Яйцо перепелиное (20шт.),4.65
2025-01-06,sup10,cat2,Лук репчатый,0.26
2025-01-06,sup2,cat4,Яйцо куриное С1 (10шт.),3.81
2025-01-06,sup2,cat4,Яйцо куриное С1 (15шт.),6.44
2025-01-06,sup3,cat3,Сыр голландский (200г.),5.02
2025-01-06,sup8,cat2,Картофель,6.08
2025-01-06,sup1,cat6,Колбаски,22.70
2025-01-06,sup5,cat8,Мука (2кг.),2.60
2025-01-06,sup9,cat1,Мандарин,27.61
2025-01-06,sup1,cat11,Сервелат (400г.),8.51
2025-01-06,sup1,cat6,Фарш,19.00
2025-01-06,sup3,cat3,Сметана (380г.),3.71
2025-01-06,sup1,cat11,Сервелат (400г.),8.51
2025-01-06,sup3,cat3,Кефир (1л.),4.54
2025-01-06,sup6,cat10,Лаваш (300г.),2.89
2025-01-06,sup1,cat11,Сосиски молочные,4.11
2025-01-06,sup2,cat4,Яйцо куриное С1 (15шт.),6.44
2025-01-06,sup3,cat3,Масло сливочное (360г.),9.49
2025-01-06,sup7,cat10,Батон нарезной (240г.),1.22
2025-01-07,sup1,cat11,Ветчина,16.50
2025-01-07,sup1,cat6,Голубцы,17.04
2025-01-07,sup6,cat10,Хлеб ржаной (450г.),1.50
2025-01-07,sup1,cat11,Сосиски молочные,9.35
2025-01-07,sup9,cat1,Мандарин,6.16
2025-01-07,sup5,cat9,Конфеты шоколадные,18.39
2025-01-07,sup5,cat8,Масло подсолнечное (0.8л.),8.08
2025-01-07,sup8,cat2,Капуста,4.42
2025-01-07,sup3,cat3,Сыр голландский (200г.),5.02
2025-01-07,sup2,cat4,Яйцо куриное Д1 (10шт.),4.98
2025-01-07,sup2,cat5,Окорочка куриные,10.43
2025-01-07,sup8,cat2,Капуста,2.59
2025-01-07,sup5,cat8,Кофе мол. (250г.),19.99
2025-01-07,sup10,cat2,Лук репчатый,1.31
2025-01-07,sup5,cat8,Крупа манная (1кг.),2.02
2025-01-07,sup2,cat4,Яйцо куриное С1 (10шт.),3.81
2025-01-07,sup1,cat11,Сервелат (400г.),17.02
2025-01-07,sup2,cat11,Колбаса вареная (400г.),4.98
2025-01-07,sup1,cat5,Говядина,8.63
2025-01-07,sup3,cat3,Сыр сливочный (200г.),5.41
2025-01-07,sup6,cat10,Булочка с маком (1шт.),2.98
2025-01-07,sup2,cat4,Яйцо куриное С1 (15шт.),6.44
2025-01-07,sup3,cat3,Молоко (1л.),2.60
2025-01-07,sup3,cat3,Молоко (1л.),5.20
2025-01-07,sup1,cat6,Голубцы,11.89
2025-01-07,sup6,cat10,Хлеб светлый (400г.),1.20
2025-01-07,sup2,cat4,Яйцо куриное С1 (15шт.),6.44
2025-01-07,sup3,cat3,Кефир (1л.),2.27
2025-01-07,sup12,cat12,Вода негаз. (0.5л.),0.99
2025-01-07,sup8,cat2,Лук репчатый,0.80
2025-01-07,sup6,cat10,Лаваш (300г.),2.89
2025-01-07,sup6,cat10,Батон нарезной (240г.),1.22
2025-01-07,sup5,cat8,Крупа манная (1кг.),2.02
2025-01-07,sup2,cat11,Колбаса вареная (400г.),4.98
2025-01-07,sup5,cat8,Кофе мол. (250г.),19.99
2025-01-07,sup7,cat10,Сушки (500г.),3.99
2025-01-07,sup9,cat1,Банан,6.66
2025-01-07,sup5,cat8,Рис (900г.),6.98
2025-01-07,sup10,cat2,Лук репчатый,1.72
2025-01-07,sup5,cat9,Конфеты шоколадные,22.18
2025-01-07,sup5,cat8,Спагетти (400г.),1.76
2025-01-07,sup8,cat2,Томат,14.27
2025-01-07,sup1,cat11,Колбаски охотничьи (500г.),9.20
2025-01-07,sup4,cat7,Сельдь (250г.),5.99
2025-01-07,sup2,cat4,Яйцо куриное С1 (15шт.),6.44
2025-01-07,sup1,cat11,Колбаса вареная (400г.),4.98
2025-01-07,sup5,cat12,Вода негаз. (0.5л.),0.99
2025-01-07,sup3,cat3,Масло сливочное (180г.),4.59
2025-01-07,sup6,cat10,Батон нарезной (240г.),1.22
2025-01-07,sup5,cat8,Мука (1кг.),1.64
2025-01-08,sup1,cat11,Колбаса вареная (400г.),4.98
2025-01-08,sup3,cat3,Кефир (1л.),2.27
2025-01-08,sup3,cat3,Кефир (1л.),2.27
2025-01-08,sup4,cat7,Форель (200г.),18.25
2025-01-08,sup6,cat10,Хлеб светлый (400г.),1.20
2025-01-08,sup1,cat11,Сервелат (400г.),8.51
2025-01-08,sup7,cat10,Батон нарезной (240г.),2.44
2025-01-08,sup6,cat10,Батон нарезной (240г.),1.22
2025-01-08,sup12,cat12,Coca-Cola (1л.),6.14
2025-01-08,sup5,cat8,Кофе раств. (95г.),29.98
2025-01-08,sup8,cat2,Огурец,6.12
2025-01-08,sup6,cat10,Лаваш (300г.),2.89
2025-01-08,sup5,cat9,Печенье овсяное (400г.),4.33
2025-01-08,sup5,cat8,Макароны (900г.),1.49
2025-01-08,sup2,cat5,Филе куриное,14.17
2025-01-08,sup9,cat1,Мандарин,15.69
2025-01-08,sup5,cat8,Кофе мол. (250г.),19.99
2025-01-08,sup5,cat9,Карамель,4.65
2025-01-08,sup7,cat10,Батон нарезной (240г.),2.44
2025-01-08,sup6,cat10,Багет (200г.),2.49
2025-01-08,sup5,cat9,Вафли (143г.),2.76
2025-01-08,sup3,cat3,Молоко (1л.),2.60
2025-01-08,sup10,cat2,Картофель,1.62
2025-01-08,sup6,cat10,Батон нарезной (240г.),1.22
2025-01-08,sup3,cat3,Кефир (1л.),2.27
2025-01-08,sup7,cat10,Хлеб ржаной (450г.),1.50
2025-01-08,sup5,cat8,Сахар (1кг.),2.19
2025-01-08,sup5,cat12,Сок апельсиновый (1л.),7.20
2025-01-08,sup8,cat2,Томат,9.71
2025-01-08,sup2,cat6,Котлеты,20.17
2025-01-08,sup1,cat6,Котлеты,15.17
2025-01-08,sup8,cat2,Картофель,5.57
2025-01-08,sup6,cat10,Плетенка (450г.),4.04
2025-01-08,sup5,cat12,Вода негаз. (0.5л.),0.99
2025-01-08,sup2,cat4,Яйцо куриное С1 (10шт.),3.81
2025-01-08,sup5,cat12,Вода мин. газ. (1л.),1.59
2025-01-08,sup8,cat1,Груша,6.27
2025-01-08,sup6,cat10,Булочка с маком (1шт.),4.47
2025-01-08,sup1,cat11,Бекон (220г),9.99
2025-01-08,sup3,cat3,Молоко (1л.),5.20
2025-01-08,sup4,cat7,Креветки,38.65
2025-01-08,sup1,cat5,Говядина,9.71
2025-01-08,sup1,cat6,Фарш,41.39
2025-01-08,sup8,cat2,Картофель,0.47
2025-01-08,sup10,cat2,Картофель,5.37
2025-01-08,sup1,cat11,Сервелат (400г.),17.02
2025-01-08,sup1,cat5,Говядина,19.66
2025-01-08,sup6,cat10,Хлеб светлый (400г.),1.20
2025-01-08,sup1,cat11,Колбаса вареная (400г.),4.98
2025-01-08,sup1,cat11,Салями,21.86
2025-01-08,sup6,cat10,Лаваш (300г.),2.89
2025-01-08,sup5,cat9,Печенье овсяное (400г.),8.66
2025-01-09,sup1,cat11,Ветчина,6.59
2025-01-09,sup2,cat4,Яйцо куриное Д1 (10шт.),4.98
2025-01-09,sup6,cat10,Булочка с маком (1шт.),2.98
2025-01-09,sup6,cat10,Плетенка (450г.),4.04
2025-01-09,sup4,cat7,Сельдь (250г.),5.99
2025-01-09,sup12,cat12,Coca-Cola (1л.),3.07
2025-01-09,sup1,cat5,Говядина,24.30
2025-01-09,sup6,cat10,Сушки (500г.),3.99
2025-01-09,sup8,cat2,Лук репчатый,0.40
2025-01-09,sup8,cat1,Груша,8.38
2025-01-09,sup1,cat11,Сосиски молочные,4.27
2025-01-09,sup10,cat1,Груша,11.09
2025-01-09,sup3,cat3,Кефир (1л.),2.27
2025-01-09,sup5,cat12,Вода негаз. (0.5л.),1.98
2025-01-09,sup6,cat10,Булочка с маком (1шт.),2.98
2025-01-09,sup6,cat10,Лаваш (300г.),2.89
2025-01-09,sup12,cat12,Вода негаз. (0.5л.),1.98
2025-01-09,sup6,cat10,Батон нарезной (240г.),2.44
2025-01-09,sup3,cat3,Молоко (1.5л.),3.86
2025-01-09,sup3,cat3,Сметана (380г.),7.42
2025-01-09,sup8,cat2,Томат,6.63
2025-01-09,sup5,cat8,Спагетти (400г.),1.76
2025-01-09,sup4,cat7,Минтай,1.52
2025-01-09,sup1,cat6,Фарш,13.09
2025-01-09,sup9,cat1,Мандарин,13.43
2025-01-09,sup2,cat4,Яйцо куриное С1 (10шт.),7.62
2025-01-09,sup3,cat3,Сметана (380г.),3.71
2025-01-09,sup6,cat10,Сушки (500г.),3.99
2025-01-09,sup2,cat4,Яйцо перепелиное (10шт.),2.95
2025-01-09,sup5,cat8,Макароны (900г.),1.49
2025-01-09,sup6,cat10,Лаваш (300г.),2.89
2025-01-09,sup3,cat3,Творог (200г.),4.88
2025-01-09,sup7,cat10,Батон нарезной (240г.),1.22
2025-01-09,sup5,cat12,Вода негаз. (0.5л.),0.99
2025-01-09,sup8,cat2,Огурец,5.16
2025-01-09,sup5,cat8,Спагетти (400г.),1.76
2025-01-09,sup2,cat5,Филе куриное,19.62
2025-01-09,sup4,cat7,Минтай,1.16
2025-01-09,sup10,cat2,Картофель,3.42
2025-01-09,sup9,cat1,Банан,11.39
2025-01-09,sup10,cat2,Картофель,2.00
